   60.00 -0.10000E+01  -1.0  -1.0  -1.0  -1.0  -1.0  -1.0
 1340.00  0.19752E+11  71.9  10.1  11.8   0.0   0.0   6.3
 1350.00  0.19415E+11  71.5  10.2  12.1   0.0   0.0   6.3
 1360.00  0.19088E+11  71.0  10.3  12.4   0.0   0.0   6.3
 1370.00  0.18769E+11  70.6  10.4  12.7   0.0   0.0   6.2
 1380.00  0.18459E+11  70.2  10.5  13.1   0.0   0.0   6.2
 1390.00  0.18158E+11  69.7  10.6  13.4   0.0   0.0   6.2
 1400.00  0.17865E+11  69.3  10.8  13.7   0.0   0.0   6.2
 1410.00  0.17580E+11  68.8  10.9  14.1   0.0   0.0   6.2
 1420.00  0.17302E+11  68.4  11.0  14.4   0.0   0.0   6.2
 1430.00  0.17032E+11  67.9  11.1  14.8   0.0   0.0   6.2
 1440.00  0.16769E+11  67.5  11.3  15.1   0.0   0.0   6.1
 1450.00  0.16512E+11  67.0  11.4  15.5   0.0   0.0   6.1
 1460.00  0.16262E+11  66.5  11.5  15.9   0.0   0.0   6.1
 1470.00  0.16019E+11  66.0  11.6  16.3   0.0   0.0   6.1
 1480.00  0.15782E+11  65.5  11.7  16.7   0.0   0.0   6.1
 1490.00  0.15550E+11  65.0  11.8  17.1   0.0   0.0   6.1
 1500.00  0.15325E+11  64.5  12.0  17.5   0.0   0.0   6.0
 1510.00  0.15104E+11  64.0  12.1  17.9   0.0   0.0   6.0
 1520.00  0.14890E+11  63.4  12.2  18.4   0.0   0.0   6.0
 1530.00  0.14680E+11  62.9  12.3  18.8   0.0   0.0   6.0
 1540.00  0.14475E+11  62.3  12.4  19.3   0.0   0.0   6.0
 1550.00  0.14276E+11  61.7  12.5  19.8   0.0   0.0   5.9
 1560.00  0.14080E+11  61.2  12.6  20.3   0.0   0.0   5.9
 1570.00  0.13890E+11  60.6  12.8  20.8   0.0   0.0   5.9
 1580.00  0.13704E+11  60.0  12.9  21.3   0.0   0.0   5.9
 1590.00  0.13522E+11  59.4  13.0  21.8   0.0   0.0   5.8
 1600.00  0.13344E+11  58.8  13.1  22.3   0.0   0.0   5.8
 1610.00  0.13171E+11  58.2  13.2  22.8   0.0   0.0   5.8
 1620.00  0.13001E+11  57.6  13.3  23.4   0.0   0.0   5.7
 1630.00  0.12835E+11  57.0  13.4  23.9   0.0   0.0   5.7
 1640.00  0.12672E+11  56.4  13.5  24.5   0.0   0.0   5.7
 1650.00  0.12513E+11  55.8  13.6  25.0   0.0   0.0   5.7
 1660.00  0.12358E+11  55.1  13.7  25.6   0.0   0.0   5.6
 1670.00  0.12206E+11  54.5  13.8  26.2   0.0   0.0   5.6
 1680.00  0.12057E+11  53.9  13.9  26.7   0.0   0.0   5.5
 1690.00  0.11911E+11  53.2  13.9  27.3   0.0   0.0   5.5
 1700.00  0.11768E+11  52.6  14.0  27.9   0.0   0.0   5.5
 1710.00  0.11629E+11  51.9  14.1  28.5   0.0   0.0   5.4
 1720.00  0.11492E+11  51.3  14.2  29.1   0.0   0.0   5.4
 1730.00  0.11358E+11  50.6  14.3  29.7   0.0   0.0   5.4
 1740.00  0.11226E+11  50.0  14.3  30.4   0.0   0.0   5.3
 1750.00  0.11098E+11  49.3  14.4  31.0   0.0   0.0   5.3
 1760.00  0.10971E+11  48.6  14.5  31.6   0.0   0.0   5.2
 1770.00  0.10848E+11  48.0  14.6  32.3   0.0   0.0   5.2
 1780.00  0.10727E+11  47.3  14.6  32.9   0.0   0.0   5.1
 1790.00  0.10608E+11  46.6  14.7  33.6   0.0   0.0   5.1
 1800.00  0.10491E+11  46.0  14.7  34.2   0.0   0.0   5.1
 1810.00  0.10377E+11  45.3  14.8  34.9   0.0   0.0   5.0
 1820.00  0.10265E+11  44.6  14.8  35.6   0.0   0.0   5.0
 1830.00  0.10155E+11  44.0  14.9  36.2   0.0   0.0   4.9
 1840.00  0.10047E+11  43.3  14.9  36.9   0.0   0.0   4.9
 1850.00  0.99413E+10  42.6  15.0  37.6   0.0   0.0   4.8
 1860.00  0.98374E+10  42.0  15.0  38.3   0.0   0.0   4.8
 1870.00  0.97354E+10  41.3  15.0  38.9   0.0   0.0   4.7
 1880.00  0.96352E+10  40.6  15.1  39.6   0.0   0.0   4.7
 1890.00  0.95369E+10  39.9  15.1  40.3   0.0   0.0   4.6
 1900.00  0.94404E+10  39.3  15.1  41.0   0.0   0.0   4.6
 1910.00  0.93456E+10  38.6  15.2  41.7   0.0   0.0   4.5
 1920.00  0.92524E+10  38.0  15.2  42.4   0.0   0.0   4.5
 1930.00  0.91609E+10  37.3  15.2  43.1   0.0   0.0   4.4
 1940.00  0.90711E+10  36.6  15.2  43.8   0.0   0.0   4.4
 1950.00  0.89827E+10  36.0  15.2  44.5   0.0   0.0   4.3
 1960.00  0.88959E+10  35.3  15.2  45.2   0.0   0.0   4.2
 1970.00  0.88106E+10  34.7  15.2  45.9   0.0   0.0   4.2
 1980.00  0.87268E+10  34.0  15.2  46.6   0.0   0.0   4.1
 1990.00  0.86444E+10  33.4  15.2  47.3   0.0   0.0   4.1
 2000.00  0.85633E+10  32.8  15.2  48.0   0.0   0.0   4.0
